condition,encoding_pred,encoding_true,decision_pred,decision_true,confirmation_pred,confirmation_true,response_pred,response_true
AC,0.03314917,0.1160221,0.29834256,0.17127071,0.5635359,0.3038674,0.9668508,0.9668508
SP,0.04901961,0.029411765,0.30392158,0.60784316,0.71568626,0.0,0.9607843,0.88235295
SP,0.06043956,0.06043956,0.23076923,0.35164836,0.5604396,0.0,0.95604396,0.9120879
AC,0.02247191,0.08239701,0.12734082,0.20973782,0.5505618,0.54307115,0.96629214,0.9737828
SP,0.04761905,0.0952381,0.3809524,0.37142858,0.7714286,0.0,0.94285715,0.94285715
AC,0.04,0.05090909,0.22545454,0.07636364,0.5672727,0.3272727,0.9709091,0.9745455
SP,0.10638298,0.35106382,0.61702126,0.62765956,0.3723404,0.0,0.9574468,0.80851066
AC,0.037572253,0.1618497,0.0867052,0.22543353,0.50578034,0.33526012,0.95086706,0.9566474
SP,0.024390243,0.028455285,0.08943089,0.06910569,0.47560975,0.0,0.97154474,0.98373985
SP,0.057591625,0.06282722,0.19895288,0.34554973,0.41361257,0.0,0.9685864,0.9633508
SP,0.046296295,0.12037037,0.4537037,0.46296296,0.7314815,0.0,0.8888889,0.8796296
SP,0.0625,0.21875,0.203125,0.5859375,0.484375,0.0,0.953125,0.96875
AC,0.018796992,0.02255639,0.21804512,0.22180451,0.40977442,0.39849624,0.9699248,0.9661654
AC,0.06043956,0.10989011,0.0989011,0.21428572,0.4065934,0.84615386,0.97252744,0.978022
AC,0.03550296,0.14201184,0.21301775,0.27218935,0.47928995,0.4556213,0.93491125,0.9526627
AC,0.019354839,0.061290324,0.16774194,0.16774194,0.42903227,0.2483871,0.9677419,0.97096777
AC,0.096,0.176,0.24,0.456,0.632,0.68,0.952,0.968
AC,0.050632913,0.12236287,0.2616034,0.27004218,0.5949367,0.53586495,0.95780593,0.9662447
AC,0.060606062,0.16161616,0.23737374,0.26767677,0.5959596,0.48989898,0.96464646,0.9747475
SP,0.095744684,0.40425533,0.35106382,0.60638297,0.69148934,0.0,0.9468085,0.9574468
SP,0.06666667,0.32222223,0.41111112,0.62222224,0.74444443,0.0,0.8888889,0.9111111
AC,0.13450292,0.12280702,0.21052632,0.22222222,0.75438595,0.33333334,0.9590643,0.9766082
AC,0.032051284,0.10897436,0.19871795,0.20512821,0.51282054,0.48076922,0.974359,0.9807692
AC,0.020942409,0.03141361,0.13612565,0.11518325,0.40314135,0.39790577,0.9528796,0.9685864
SP,0.042944785,0.18404908,0.42331287,0.607362,0.74233127,0.0,0.9631902,0.9754601
SP,0.101265825,0.2278481,0.3164557,0.29113925,0.5063291,0.0,0.9240506,0.9493671
SP,0.023364486,0.19158879,0.10747664,0.42523363,0.62616825,0.0,0.96728975,0.97196263
AC,0.07482993,0.15646258,0.3197279,0.3197279,0.72789115,0.8707483,0.9183673,0.9319728
AC,0.051948052,0.27272728,0.37662336,0.37662336,0.58441556,0.5714286,0.95454544,0.95454544
AC,0.026217228,0.10486891,0.11610487,0.22097379,0.4307116,0.31460676,0.96629214,0.96629214
SP,0.045454547,0.42045453,0.5681818,0.5681818,0.4431818,0.0,0.9318182,0.95454544
SP,0.024154589,0.20772947,0.2705314,0.2753623,0.6425121,0.0,0.95652175,0.98550725
SP,0.04040404,0.26262626,0.5555556,0.54545456,0.6666667,0.0,0.94949496,0.959596
SP,0.04528302,0.049056605,0.16981132,0.16603774,0.4528302,0.0,0.9735849,0.9773585
AC,0.03448276,0.04597701,0.1724138,0.17816092,0.68390805,0.6551724,0.9425287,0.97126436
SP,0.043956045,0.043956045,0.23076923,0.23076923,0.5824176,0.0,0.8901099,0.93406594
AC,0.03187251,0.027888447,0.22709164,0.22709164,0.66533864,0.5378486,0.9760956,0.9721116
SP,0.114035085,0.1491228,0.42982456,0.42982456,0.7017544,0.0,0.94736844,0.95614034
AC,0.04608295,0.050691243,0.09677419,0.10138249,0.6313364,0.62211984,0.953917,0.95852536
AC,0.057291668,0.052083332,0.18229167,0.32291666,0.6614583,0.46875,0.953125,0.9583333
SP,0.034334764,0.025751073,0.22317597,0.22317597,0.4248927,0.0,0.9656652,0.96995705
SP,0.03508772,0.096491225,0.4473684,0.47368422,0.68421054,0.0,0.95614034,0.9649123
SP,0.026490066,0.1589404,0.410596,0.42384106,0.6821192,0.0,0.9337748,0.95364237
SP,0.09933775,0.119205296,0.34437087,0.53642386,0.7682119,0.0,0.9602649,0.9668874
SP,0.10810811,0.2837838,0.8108108,0.8243243,0.43243244,0.0,0.9189189,0.9594595
SP,0.021186441,0.118644066,0.23305085,0.22457626,0.48728815,0.0,0.9491525,0.9788136
AC,0.022522522,0.022522522,0.18018018,0.18468468,0.536036,0.8513514,0.972973,0.981982
AC,0.040892195,0.10408922,0.19702603,0.2007435,0.40520447,0.4126394,0.9591078,0.95167285
SP,0.056074765,0.13084112,0.18224299,0.2990654,0.57476634,0.0,0.94859815,0.9766355
AC,0.018867925,0.101886794,0.23396227,0.2264151,0.32830188,0.61509436,0.96603775,0.98490566
SP,0.02919708,0.20437956,0.35036495,0.35036495,0.7810219,0.0,0.8832117,0.8759124
SP,0.097087376,0.42718446,0.5048544,0.5048544,0.7378641,0.0,0.9514563,0.9514563
AC,0.06962025,0.06962025,0.39873418,0.38607594,0.5759494,0.65189874,0.93670887,0.89873415
AC,0.031746034,0.1904762,0.18518518,0.43915343,0.52910054,0.67724866,0.95767194,0.962963
SP,0.042944785,0.28834355,0.41717792,0.41104296,0.6993865,0.0,0.9325153,0.9693251
AC,0.045045044,0.0990991,0.23423423,0.22522523,0.3963964,0.5855856,0.9459459,0.9459459
AC,0.035460994,0.37588653,0.4397163,0.7659575,0.5531915,0.8794326,0.964539,0.9787234
AC,0.07878788,0.042424243,0.28484848,0.4969697,0.72727275,0.54545456,0.93939394,0.969697
AC,0.04310345,0.12931034,0.4224138,0.41379312,0.54310346,0.5689655,0.94827586,0.95689654
AC,0.04255319,0.021276595,0.14893617,0.12765957,0.44148937,0.5425532,0.9680851,0.9734042
AC,0.029239766,0.09356725,0.30409357,0.30994153,0.61403507,0.5847953,0.9532164,0.9532164
SP,0.04109589,0.34931508,0.4178082,0.6643836,0.74657536,0.0,0.9520548,0.96575344
SP,0.06666667,0.053333335,0.41333333,0.4,0.56,0.0,0.8666667,0.94666666
SP,0.047945205,0.1369863,0.38356164,0.80136985,0.56164384,0.0,0.9520548,0.9589041
SP,0.06962025,0.06329114,0.2278481,0.51265824,0.74050635,0.0,0.943038,0.9493671
AC,0.07048458,0.07048458,0.27753305,0.1277533,0.46696034,0.2907489,0.97356826,0.9779736
SP,0.088,0.112,0.264,0.616,0.544,0.0,0.952,0.952
AC,0.061643835,0.07534247,0.24657534,0.49315068,0.6643836,0.5410959,0.9315069,0.9520548
SP,0.071428575,0.045454547,0.35064936,0.35064936,0.76623374,0.0,0.95454544,0.96103895
AC,0.044715445,0.044715445,0.085365854,0.085365854,0.5691057,0.46341464,0.9308943,0.9268293
SP,0.041420117,0.21893491,0.28994083,0.295858,0.70414203,0.0,0.964497,0.9704142
SP,0.047872342,0.047872342,0.26595744,0.2606383,0.5744681,0.0,0.9468085,0.9468085
AC,0.06944445,0.083333336,0.41666666,0.4097222,0.7569444,0.7361111,0.9305556,0.9513889
SP,0.05319149,0.05319149,0.35106382,0.34042552,0.43617022,0.0,0.9361702,0.9468085
SP,0.068627454,0.28431374,0.5,0.49019608,0.6960784,0.0,0.8235294,0.84313726
AC,0.046511628,0.13953489,0.44186047,0.45736435,0.60465115,0.6124031,0.96899223,0.9612403
SP,0.046153847,0.1423077,0.103846155,0.33846155,0.63846153,0.0,0.97307694,0.9846154
AC,0.06944445,0.06944445,0.39583334,0.39583334,0.7013889,0.5833333,0.9444444,0.9722222
SP,0.031496063,0.16535433,0.5826772,0.40944883,0.7007874,0.0,0.9527559,0.9448819
AC,0.028169014,0.15492958,0.41549295,0.41549295,0.85915494,0.86619717,0.97183096,0.97183096
SP,0.067961164,0.067961164,0.52427185,0.60194176,0.7281553,0.0,0.94174755,0.9514563
SP,0.022099448,0.027624309,0.12707183,0.4364641,0.6243094,0.0,0.9447514,0.9060773
SP,0.054945055,0.41758242,0.61538464,0.61538464,0.7582418,0.0,0.93406594,0.93406594
SP,0.06329114,0.30379745,0.443038,0.4556962,0.5822785,0.0,0.9493671,0.9493671
AC,0.02173913,0.18695652,0.24782608,0.25652173,0.59565216,0.6826087,0.973913,0.9826087
SP,0.055555556,0.044444446,0.5777778,0.5777778,0.75555557,0.0,0.73333335,0.74444443
SP,0.06403941,0.08374384,0.26600984,0.26600984,0.635468,0.0,0.95566505,0.9507389
AC,0.028213166,0.053291537,0.15673982,0.1598746,0.39498433,0.2507837,0.96238244,0.96238244
SP,0.074074075,0.18518518,0.2962963,0.34567901,0.50617284,0.0,0.9506173,0.962963
AC,0.024464833,0.09785933,0.12844037,0.25076452,0.5443425,0.47400612,0.96941894,0.9785933
SP,0.042944785,0.030674847,0.30674848,0.3006135,0.42331287,0.0,0.9386503,0.9386503
SP,0.031088082,0.041450776,0.1658031,0.31606218,0.626943,0.0,0.9637306,0.9585492
SP,0.0625,0.4107143,0.30357143,0.625,0.4107143,0.0,0.96428573,0.91071427
SP,0.05172414,0.37068966,0.28448275,0.63793105,0.7758621,0.0,0.9396552,0.9396552
AC,0.03508772,0.023391813,0.33333334,0.09356725,0.4269006,0.32748538,0.9590643,0.9766082
SP,0.05263158,0.16842106,0.6105263,0.6,0.7473684,0.0,0.95789474,0.96842104
AC,0.050847456,0.19774011,0.27683616,0.28248587,0.6158192,0.5536723,0.9661017,0.97740114
SP,0.04040404,0.44444445,0.3030303,0.8181818,0.3838384,0.0,0.94949496,0.969697
SP,0.060150377,0.09774436,0.19548872,0.45864663,0.8270677,0.0,0.9548872,0.88721806
SP,0.037037037,0.046296295,0.5185185,0.5092593,0.6111111,0.0,0.9351852,0.962963
AC,0.100961536,0.100961536,0.26442307,0.26442307,0.59615386,0.3846154,0.96634614,0.97115386
SP,0.027874565,0.027874565,0.06968641,0.2752613,0.5923345,0.0,0.9651568,0.9581882
SP,0.06875,0.08125,0.15,0.1875,0.75625,0.0,0.91875,0.95625
AC,0.057613168,0.08230453,0.12757201,0.12757201,0.6995885,0.38271606,0.962963,0.962963
SP,0.13422818,0.18120806,0.30872482,0.30872482,0.6107383,0.0,0.9597315,0.96644294
AC,0.02341137,0.02341137,0.22073579,0.26086956,0.4147157,0.4882943,0.96989965,0.9866221
SP,0.041198503,0.06367041,0.23220974,0.2247191,0.4681648,0.0,0.9737828,0.97003746
SP,0.09638554,0.12048193,0.44578314,0.44578314,0.56626505,0.0,0.8433735,0.9518072
SP,0.04568528,0.1573604,0.27918783,0.2741117,0.67005074,0.0,0.9441624,0.97969544
AC,0.06329114,0.36708862,0.16455697,0.51265824,0.6772152,0.7151899,0.9240506,0.93670887
AC,0.018050542,0.10469314,0.16606498,0.27436823,0.45487365,0.38267148,0.9783394,0.9855596
SP,0.027210884,0.21768707,0.3197279,0.3265306,0.72789115,0.0,0.95238096,0.95238096
SP,0.05263158,0.039473683,0.14473684,0.7105263,0.56578946,0.0,0.8947368,0.8947368
SP,0.03773585,0.2264151,0.5849057,0.6037736,0.745283,0.0,0.9245283,0.9528302
SP,0.06787331,0.09049774,0.14479639,0.22624435,0.5248869,0.0,0.959276,0.98642534
SP,0.047169812,0.17924528,0.5849057,0.5943396,0.3962264,0.0,0.9433962,0.9528302
SP,0.04255319,0.21276596,0.5425532,0.5425532,0.69148934,0.0,0.90425533,0.90425533
SP,0.042168673,0.13253012,0.3493976,0.3554217,0.58433735,0.0,0.97590363,0.9819277
SP,0.055172414,0.28275862,0.3586207,0.3586207,0.63448274,0.0,0.94482756,0.9655172
SP,0.05263158,0.042105265,0.5473684,0.55789477,0.68421054,0.0,0.94736844,0.95789474
SP,0.039473683,0.2631579,0.23026316,0.3881579,0.6184211,0.0,0.9605263,0.96710527
SP,0.086538464,0.09615385,0.59615386,0.59615386,0.7307692,0.0,0.9230769,0.96153843
SP,0.040816326,0.27210885,0.5170068,0.5102041,0.6666667,0.0,0.9659864,0.9727891
SP,0.14204545,0.14772727,0.29545453,0.29545453,0.5738636,0.0,0.9318182,0.95454544
SP,0.041322313,0.3140496,0.5206612,0.5785124,0.8181818,0.0,0.892562,0.9752066
SP,0.03448276,0.27586207,0.44827586,0.45517242,0.6827586,0.0,0.9517241,0.9655172
SP,0.05076142,0.11675127,0.3248731,0.4314721,0.49746192,0.0,0.964467,0.9187817
AC,0.10948905,0.11678832,0.16788322,0.3941606,0.6277372,0.729927,0.9489051,0.94160587
SP,0.0729927,0.13138686,0.37226278,0.37226278,0.49635038,0.0,0.8759124,0.8686131
AC,0.037542664,0.027303753,0.28668943,0.29351535,0.3890785,0.27986348,0.98293513,0.9692833
SP,0.08661418,0.09448819,0.18110237,0.44094488,0.68503934,0.0,0.96062994,0.96850395
AC,0.09677419,0.14193548,0.33548388,0.3483871,0.5548387,0.7419355,0.9677419,0.9677419
AC,0.052208837,0.04819277,0.15261044,0.34136546,0.55421686,0.8032129,0.97590363,0.9678715
AC,0.04379562,0.15328467,0.19343066,0.3649635,0.43065694,0.79562044,0.9781022,0.9781022
SP,0.050847456,0.033898305,0.29661018,0.63559324,0.42372882,0.0,0.94067794,0.9576271
SP,0.02877698,0.18705036,0.3381295,0.34532374,0.82733816,0.0,0.9352518,0.9352518
AC,0.026737968,0.021390375,0.4171123,0.13368984,0.7058824,0.5026738,0.973262,0.95721924
SP,0.020746889,0.016597511,0.25311205,0.24896266,0.4813278,0.0,0.966805,0.9128631
AC,0.03952569,0.03557312,0.22529644,0.21343873,0.82608694,0.44268775,0.97628456,0.9802371
AC,0.014619883,0.114035085,0.14327486,0.14327486,0.37719297,0.30994153,0.9502924,0.98245615
SP,0.040650405,0.16260162,0.49593496,0.49593496,0.7642276,0.0,0.93495935,0.8943089
SP,0.025641026,0.21025641,0.46153846,0.45641026,0.62564105,0.0,0.95384616,0.96410257
SP,0.053097345,0.19469027,0.5132743,0.5221239,0.71681416,0.0,0.96460176,0.9557522
AC,0.04278075,0.21925133,0.28877005,0.27807486,0.80748665,0.54010695,0.9786096,0.9037433
AC,0.03,0.025,0.25,0.27,0.425,0.405,0.965,0.965
AC,0.074285716,0.09714286,0.18285714,0.18857142,0.6742857,0.5942857,0.94285715,0.94857144
AC,0.03076923,0.14358975,0.092307694,0.33846155,0.6769231,0.548718,0.96410257,0.9794872
SP,0.060869563,0.07826087,0.44347826,0.44347826,0.71304345,0.0,0.95652175,0.95652175
AC,0.025773196,0.030927835,0.087628864,0.21649484,0.556701,0.45360824,0.9587629,0.9587629
AC,0.059633028,0.14220184,0.17431192,0.29816514,0.5917431,0.5275229,0.9587156,0.95412844
SP,0.03797468,0.18987341,0.19620253,0.19620253,0.664557,0.0,0.943038,0.886076
SP,0.07751938,0.12403101,0.2248062,0.24806201,0.7131783,0.0,0.9302326,0.92248064
AC,0.021459227,0.072961375,0.2446352,0.24892704,0.75536484,0.75536484,0.97424895,0.9828326
SP,0.050847456,0.09322034,0.5,0.7288136,0.37288135,0.0,0.9491525,0.9576271
SP,0.11282051,0.11282051,0.35384616,0.4051282,0.61025643,0.0,0.94358975,0.93333334
AC,0.023255814,0.013953488,0.093023255,0.3534884,0.46976745,0.5674419,0.97209305,0.96744186
SP,0.03468208,0.23699422,0.47976878,0.5433526,0.41618496,0.0,0.9537572,0.95953757
AC,0.025,0.0125,0.3,0.3125,0.75625,0.7625,0.95,0.94375
SP,0.023809524,0.2559524,0.20833333,0.30357143,0.53571427,0.0,0.9702381,0.96428573
AC,0.075,0.15,0.36875,0.38125,0.725,0.58125,0.975,0.98125
AC,0.026058631,0.104234524,0.16938111,0.17589577,0.39087948,0.40716612,0.9641694,0.9543974
AC,0.032407407,0.19444445,0.3611111,0.3611111,0.6944444,0.46296296,0.9768519,0.9722222
SP,0.060240965,0.48192772,0.6506024,0.6626506,0.4698795,0.0,0.939759,0.939759
AC,0.030303031,0.10909091,0.3030303,0.3030303,0.7030303,0.53939396,0.95757574,0.93939394
AC,0.03914591,0.02846975,0.17437722,0.17081851,0.48398575,0.2846975,0.9608541,0.95729536
AC,0.032,0.008,0.2,0.416,0.712,0.648,0.888,0.952
SP,0.08547009,0.08547009,0.2991453,0.2905983,0.36752138,0.0,0.95726496,0.96581197
SP,0.031746034,0.026455026,0.13227513,0.18518518,0.5873016,0.0,0.95238096,0.91534394
SP,0.07633588,0.06870229,0.18320611,0.16793893,0.610687,0.0,0.9160305,0.9236641
AC,0.046321526,0.051771116,0.1852861,0.1852861,0.26975477,0.40054497,0.97547686,0.98637605
SP,0.08943089,0.08943089,0.29268292,0.4878049,0.7398374,0.0,0.88617885,0.8780488
AC,0.03448276,0.039408866,0.33990148,0.33990148,0.74384236,0.408867,0.9655172,0.97044337
SP,0.05586592,0.09497207,0.13407822,0.5586592,0.3519553,0.0,0.9385475,0.9273743
AC,0.050473187,0.04416404,0.18927445,0.1829653,0.4858044,0.3564669,0.97791797,0.97791797
AC,0.020408163,0.09912536,0.23906706,0.3819242,0.61516035,0.5510204,0.9650146,0.98542273
SP,0.12903225,0.13709678,0.25,0.41935483,0.6854839,0.0,0.91129035,0.9032258
AC,0.04137931,0.31724137,0.47586206,0.47586206,0.6413793,0.5586207,0.91034484,0.9655172
AC,0.06185567,0.036082473,0.3969072,0.2783505,0.5412371,0.52061856,0.9484536,0.943299
AC,0.04761905,0.14285715,0.09090909,0.21645021,0.5670996,0.57575756,0.96103895,0.98268396
SP,0.019157087,0.04597701,0.11494253,0.33716476,0.55938697,0.0,0.9655172,0.9808429
AC,0.025547445,0.06934307,0.13868614,0.24452555,0.5109489,0.41240877,0.97445256,0.9817518
AC,0.01923077,0.01923077,0.13076924,0.13076924,0.4076923,0.2,0.9576923,0.9576923
AC,0.029411765,0.03529412,0.18235295,0.42941177,0.6882353,0.64117646,0.9588235,0.9705882
SP,0.03649635,0.27737227,0.4160584,0.4160584,0.52554744,0.0,0.95620435,0.9708029
SP,0.02202643,0.18942732,0.17621145,0.47136563,0.39647576,0.0,0.969163,0.97356826
AC,0.027322404,0.06010929,0.13114753,0.13114753,0.45901638,0.48087433,0.96174866,0.95628417
AC,0.040268455,0.2885906,0.4161074,0.42281878,0.6510067,0.6308725,0.96644294,0.96644294
AC,0.020408163,0.12755102,0.26020408,0.27040815,0.5,0.48469388,0.93877554,0.97959185
SP,0.0472973,0.054054055,0.22297297,0.43243244,0.6689189,0.0,0.9662162,0.9662162
AC,0.021276595,0.026595745,0.15425532,0.15957446,0.63829786,0.3617021,0.96276593,0.9787234
AC,0.023715414,0.11067194,0.24110672,0.22924902,0.53754944,0.3201581,0.9644269,0.98418975
AC,0.020942409,0.10471204,0.20418848,0.20942408,0.6439791,0.42408377,0.92670155,0.93193716
SP,0.04605263,0.04605263,0.13815789,0.13157895,0.6052632,0.0,0.93421054,0.93421054
SP,0.025477707,0.11464968,0.15923567,0.566879,0.72611463,0.0,0.9681529,0.9808917
SP,0.037837837,0.037837837,0.1027027,0.39459458,0.7081081,0.0,0.95135134,0.9459459
SP,0.09677419,0.41935483,0.60215056,0.61290324,0.4516129,0.0,0.9569892,0.79569894
AC,0.05,0.15625,0.20625,0.2,0.625,0.40625,0.96875,0.975
SP,0.03305785,0.3140496,0.4876033,0.49586776,0.6198347,0.0,0.90909094,0.90909094
AC,0.05263158,0.064327486,0.14619882,0.14619882,0.50292397,0.50877196,0.94152045,0.94152045
SP,0.08588957,0.09202454,0.23312883,0.23312883,0.81595093,0.0,0.9447853,0.9693251
AC,0.058064517,0.006451613,0.16129032,0.16451614,0.37096775,0.32903227,0.9548387,0.9548387
AC,0.02347418,0.04225352,0.112676054,0.38967136,0.80751175,0.5633803,0.9577465,0.9624413
AC,0.019354839,0.029032258,0.21290323,0.20967741,0.4064516,0.36451614,0.983871,0.9806452
SP,0.026737968,0.12834224,0.28342247,0.28342247,0.44919786,0.0,0.93582886,0.95187163
AC,0.023255814,0.029900333,0.10963455,0.096345514,0.5681063,0.6710963,0.97342193,0.9767442
AC,0.05472637,0.019900497,0.13930348,0.47761193,0.24378109,0.56218904,0.95522386,0.9701493
SP,0.018050542,0.07220217,0.10108303,0.29241878,0.5234657,0.0,0.9783394,0.9855596
AC,0.06315789,0.06315789,0.2140351,0.08070175,0.26666668,0.18245614,0.96842104,0.97192985
AC,0.022222223,0.025,0.06388889,0.06388889,0.31944445,0.33333334,0.9638889,0.98333335
AC,0.06557377,0.06557377,0.114754096,0.10928962,0.7704918,0.57377046,0.92349726,0.9781421
SP,0.14893617,0.18085106,0.5212766,0.5106383,0.43617022,0.0,0.82978725,0.81914896
AC,0.014981274,0.12734082,0.09737828,0.20224719,0.4307116,0.28089887,0.9812734,0.98501873
SP,0.10483871,0.09677419,0.41935483,0.41129032,0.5483871,0.0,0.9435484,0.9354839
SP,0.029850746,0.36567163,0.1716418,0.47014925,0.26119402,0.0,0.9701493,0.97761196
AC,0.041198503,0.037453182,0.17602997,0.17602997,0.47940075,0.5580524,0.9625468,0.9588015
SP,0.13138686,0.16788322,0.2919708,0.5182482,0.77372265,0.0,0.9489051,0.93430656
SP,0.04597701,0.21839081,0.3908046,0.3908046,0.49425286,0.0,0.9195402,0.9425287
SP,0.05050505,0.13131313,0.56565654,0.5555556,0.37373737,0.0,0.94949496,0.959596
SP,0.084269665,0.11235955,0.17977528,0.47191012,0.58426964,0.0,0.96629214,0.9831461
AC,0.031746034,0.14285715,0.44973546,0.26455027,0.65608466,0.5343915,0.95767194,0.97354496
SP,0.12068965,0.14367816,0.25862068,0.41954023,0.6034483,0.0,0.95977014,0.9655172
SP,0.053097345,0.097345136,0.46902654,0.4778761,0.6460177,0.0,0.96460176,0.9557522
SP,0.05102041,0.05102041,0.12244898,0.12755102,0.2755102,0.0,0.95408165,0.9846939
AC,0.028169014,0.2112676,0.40140846,0.4084507,0.6971831,0.6690141,0.9084507,0.9084507
SP,0.043165468,0.02877698,0.23741007,0.53956836,0.7266187,0.0,0.91366905,0.92086333
SP,0.032967035,0.21978022,0.41758242,0.50549453,0.62637365,0.0,0.8901099,0.9120879
AC,0.013477089,0.02425876,0.19137466,0.19407009,0.5283019,0.45822102,0.97574127,0.9811321
AC,0.030303031,0.013468013,0.08417509,0.18518518,0.43434343,0.22895622,0.962963,0.96633
SP,0.061728396,0.061728396,0.20987654,0.17283951,0.4814815,0.0,0.8765432,0.9506173
AC,0.027173912,0.13043478,0.3423913,0.32608697,0.6847826,0.79347825,0.9673913,0.9782609
SP,0.056338027,0.06338028,0.37323943,0.471831,0.6126761,0.0,0.9507042,0.9577465
AC,0.09954751,0.23076923,0.16289593,0.2850679,0.7239819,0.71945703,0.9638009,0.9638009
AC,0.04,0.045714285,0.42285714,0.18857142,0.56,0.58285713,0.93142855,0.93142855
AC,0.030303031,0.10822511,0.24242425,0.24242425,0.55411255,0.55411255,0.95671,0.97402596
SP,0.032258064,0.2580645,0.5,0.4919355,0.8064516,0.0,0.9435484,0.8145161
SP,0.054545455,0.054545455,0.26363635,0.25454545,0.7090909,0.0,0.94545454,0.94545454
AC,0.034013607,0.2244898,0.34013605,0.34013605,0.67346936,0.64625853,0.9591837,0.9659864
AC,0.025641026,0.3525641,0.30769232,0.4551282,0.6217949,0.8076923,0.96153843,0.9423077
AC,0.050583657,0.21400778,0.24513619,0.24513619,0.4163424,0.77431905,0.98054475,0.9066148
SP,0.064935066,0.2857143,0.37662336,0.7532467,0.5714286,0.0,0.8961039,0.8961039
AC,0.02173913,0.025362318,0.26449275,0.18478261,0.4057971,0.39130434,0.9782609,0.9637681
SP,0.0397351,0.03311258,0.397351,0.397351,0.54966885,0.0,0.9470199,0.9602649
SP,0.03448276,0.28275862,0.22758621,0.44827586,0.76551723,0.0,0.93793106,0.94482756
AC,0.027439024,0.07012195,0.16768293,0.16768293,0.4817073,0.35060975,0.97865856,0.99085367
SP,0.036697246,0.04587156,0.24770643,0.24770643,0.7614679,0.0,0.9174312,0.9174312
SP,0.057777777,0.057777777,0.20444444,0.31111112,0.64,0.0,0.95555556,0.96
AC,0.052197803,0.06043956,0.082417585,0.18956044,0.2747253,0.2554945,0.97527474,0.9807692
AC,0.0295858,0.053254437,0.3846154,0.40236688,0.591716,0.591716,0.9526627,0.97633135
SP,0.058479533,0.15204678,0.20467836,0.20467836,0.5146199,0.0,0.94152045,0.94736844
AC,0.024096385,0.13855422,0.40963855,0.39759037,0.58433735,0.57831323,0.939759,0.939759
AC,0.04511278,0.075187966,0.44360903,0.42105263,0.68421054,0.6165413,0.93233085,0.9548872
SP,0.02617801,0.13089006,0.27748692,0.2827225,0.56020945,0.0,0.973822,0.9790576
AC,0.07909604,0.07909604,0.27683616,0.27683616,0.6779661,0.5480226,0.9661017,0.9717514
SP,0.10729614,0.12875536,0.20171674,0.21030043,0.5665236,0.0,0.9527897,0.94849783
